,feelings,emotion,class_label
15868,tried make cheerful comment fitting feel really unwelcome,sadness,0
15869,imagine stay forever feel thrilled copy dip back whenever wish,joy,5
15870,spent lot time feeling bit stunned thought awesome,surprise,3
15871,would give everything know share pain feel aching caused parting,sadness,0
15872,stand looking tower feeling waves nostalgia longing,love,4
15873,wanted loves feel like cares enough even doesnt care wedding supportive throw face,love,4
15874,look see stares feel also know sympathetic glances american friends give,love,4
15875,sitting corner stewing muck feeling hated alone unworthy violated,anger,1
15876,ive told parents honestly feel course im glad theyre gon na back let decide want next life,joy,5
15877,feel enraged life taken advantage yet,anger,1
15878,feel quite fearful future times wonder happened even something cause abbigail apraxia,fear,2
15879,get slightly warm feeling coming strange sense completeness like feeling get right afterwards except coupled thoughts one night stand sobered left morning,fear,2
15880,still feel terrible right happened monday night needed time recover sharing sleeping since happened,sadness,0
15881,mean feels feels everyfuckingthing fault fucking makes irritated im neither passive enough tolerate fault,anger,1
15882,like cause take one muscle pains want feel groggy,sadness,0
15883,cant tell moments shock im feeling im jaded lovecraft actually missed note use musical analogy,sadness,0
15884,feel inspired,joy,5
15885,need little pick sue sparkly lighted tree makes feel better,joy,5
15886,guess isnt exciting story really meant lot made feel less crappy job less fearful strangers world actually turn quite nice quite funny,sadness,0
15887,feel respected months tell love alone strikes fancy,joy,5
15888,ive decided intentionally make easier even though makes feel wimpy admitting reason girl work day job,fear,2
15889,feel particularly passionate goals changing evolving quickly,joy,5
15890,im feeling tortured around one anymore,anger,1
15891,feel lethargic feel blah diet feel great much energy,sadness,0
15892,feel somewhat frightened number policemen arrived told may come inside search whatever need,fear,2
15893,found feeling shaky dizzy exercised part weight loss could due getting throat infection,fear,2
15894,know angry every right feel angry perhaps even hateful feelings,anger,1
15895,feel highly intelligent mammals destined become somebody four course sake accompaniment,joy,5
15896,feel slutty reason oh wait know ive like guys talk sex stuff one guy dave like,love,4
15897,wish little makes feel greedy sheepish lazy worked harder last months,anger,1
15898,close eyes moment let feel gentle warmth hands overlapping mine guiding,love,4
15899,say definitely right feel furious dont think ive threatened anyones life ever anger,anger,1
15900,need look decent feel cute,joy,5
15901,squeek intimate scenes feel grossed appalled anyway im freak read two loving people forget theyre brother sister,anger,1
15902,feel excited college,joy,5
15903,feel someone wronged way impossible sometimes hard get past without apology guilty party,anger,1
15904,know intellectually true feel entirely isolated,sadness,0
15905,sacrifice comfort wont feel unwelcome,sadness,0
15906,feel like mouse among men perpetually terrified,fear,2
15907,love around people naturally feed energy feel alone world,sadness,0
15908,im feeling little vain today outfit,sadness,0
15909,see food weight gain feeling punished rather need control times know pesky underlying issues,sadness,0
15910,im organised person feel assured pre plan,joy,5
15911,feel like perfect kind shade crazy weather uk right cloudy sunny windy cold warm,joy,5
15912,part basically feeling sympathetic bit late opinion hachi rushes find nobu trying help nana blowing paper bag,love,4
15913,feel uncertain crying phone saying cant finish reading,fear,2
15914,responded feel unfortunate rather felt fortunate made decisions could sleep night,sadness,0
15915,feel isolated though observing,sadness,0
15916,ive never life anyone make feel unimportant insignificant,sadness,0
15917,feel less isolated,sadness,0
15918,move rooms feel absolutely exhausted,sadness,0
15919,always think past start crying also happy idk start feeling sad,sadness,0
15920,also amazing community friends artists feel accepted know belong,joy,5
15921,im feeling gently hesitant posting photos time race slapped copy every picture,fear,2
15922,constantly tumblr feel free follow poetry blog riotousrambling,joy,5
15923,ive feeling sentimental got two faux diamond rings,sadness,0
15924,feel write something making reluctant,fear,2
15925,feel fine ep w ps odeon spain us,joy,5
15926,feeling generous might giving away disney gift card blog,joy,5
15927,feel environmentally friendly longer produce books second much easier spread around files internet,joy,5
15928,feel beaten worked,sadness,0
15929,im feeling ok raging hormones,joy,5
15930,feel quite honored exhibit work portugal especially within critical philosophical context god factor project said west,joy,5
15931,miss lev didnt think would cos lately school weve rubbing eachother bad directions think feel break serving splendid cleansing time,joy,5
15932,sensed much offer also many many times behaviour made doubt make feel special times frankly rude immature,joy,5
15933,needed feeling empty,sadness,0
15934,feel quite idiotic whatever,sadness,0
15935,im better rest feeling feeling accepted,love,4
15936,still feel pretty gloomy,sadness,0
15937,feel like ungrateful bitch made see,sadness,0
15938,feel like missed much want soak every thing,sadness,0
15939,cant help feel intelligent body hate feeling helpless think worked really isnt,joy,5
15940,get feeling totally isolated talk low self esteem behind back think much kind killjoy sometimes disappointed must failure,sadness,0
15941,working certain place everyday work dad would come pick one day come,fear,2
15942,believe readers feel impressed individual journey,surprise,3
15943,think high school experience instantly feel like shy confused terrorised teenager,fear,2
15944,already feeling kind frantic upset im spending another year god forsaken school,fear,2
15945,reply best reply questions feel free contact via twitter isobelmeg xx,joy,5
15946,feel truly delighted already changed short period time,joy,5
15947,feeling going really long obnoxious,anger,1
15948,feel energetic going take hike,joy,5
15949,im feeling rather cranky impatient little one,anger,1
15950,feel talented precisely need tiger tiger dance tiger,joy,5
15951,feel insulted victim triangle,anger,1
15952,squirmed pain starting get stopped feeling resigned,sadness,0
15953,could feel calf muscles starting get grouchy cramp around ribcage,anger,1
15954,shouldnt feel altogether mellow,joy,5
15955,feeling inspired get work done,joy,5
15956,know solved anything sure would momentarily made feel less agitated sure,anger,1
15957,feel going sequel would liked closure book ending,love,4
15958,feeling like citizen feel welcomed japan english teacher home country black person,joy,5
15959,im really lucky partner im really trying hard keeping busy tasks im really feeling disheartened right,sadness,0
